"H0000200","H0013201","R0000100","R0000149","R0173600","R0214700","R0214800","T2210000","T2210700","T3107800","T3108600","T4112300","T4113100","T5022600","T5023500","T5770800","T5771400","T7743900","T8218700"
2002,2012,288,287,5,3,2,26400,12,26908,12,33952,12,25476,12,-5,-5,-5,-5
2004,2012,289,287,5,3,2,20000,12,2695,12,27900,12,10000,12,-5,-5,-4,-3
2000,2010,290,290,8,1,2,23220,10,45000,10,42000,10,31002,10,51000,10,-4,-3
2000,2010,291,291,3,2,1,10000,12,7890,12,6283,12,2398,12,189,12,-4,4704
1998,2008,292,292,5,3,2,58460,18,179300,18,86200,20,-2,20,199000,20,-4,234300
2000,2010,293,292,5,3,2,153600,13,160050,13,190000,13,211000,13,188000,13,-4,166850
2004,2012,294,294,5,3,2,80000,12,99580,12,79200,12,-2,12,105000,12,-4,42000
-4,-4,295,295,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,296,296,1,3,1,-2,12,66560,12,-5,-5,-2,12,-2,12,-4,60900
1998,2008,297,297,5,3,2,18867,12,50019,12,15000,12,30000,12,30000,12,-4,-3
-4,2016,298,298,8,1,2,-5,-5,-5,-5,-5,-5,-5,-5,125001,16,-4,95000
2004,2012,299,298,4,1,1,0,11,0,11,-2,11,0,11,-2,11,-4,12000
2006,-4,300,300,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,301,300,4,1,1,38000,12,73000,12,86000,12,106000,12,105000,12,-4,107000
2000,2010,302,300,4,1,1,-2,12,27200,12,1700,12,-2,12,15492,12,-4,15420
2004,2014,303,300,4,1,1,-2,12,-2,12,37000,12,-2,12,36000,12,-4,45000
2006,2014,304,300,4,1,1,20322,11,18000,11,24326,11,-2,11,-2,11,-4,53000
2002,2012,305,305,8,1,2,35000,12,14000,12,-1,12,0,12,-5,-5,-5,-5
2000,2010,306,306,3,2,1,40000,14,76000,14,90000,14,33000,14,-5,-5,-4,33000
1998,2008,307,307,5,3,2,63400,12,66616,12,73549,12,68000,12,48000,12,-4,29226
2002,2012,308,307,1,3,1,25000,12,20000,12,20570,12,0,12,-5,-5,-5,-5
2000,2014,309,309,1,3,1,-5,-5,-5,-5,-5,-5,-2,13,185000,13,-4,83500
2002,2010,310,309,1,3,1,205224,12,54960,12,122000,12,145000,12,55000,12,-4,63000
2006,2014,311,309,1,3,1,50000,12,50000,12,30000,12,40000,12,80000,12,-4,40000
2002,2012,312,312,5,3,2,-2,14,-2,14,-2,16,91711,16,74664,16,-4,95433
2004,2014,313,312,1,3,1,41000,11,62972,11,48140,11,42800,11,52000,11,-4,56000
2006,2012,314,314,5,3,2,-5,-5,-5,-5,280000,14,-5,-5,922631,14,-5,-5
2006,-4,315,315,1,3,1,3996,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,316,316,1,3,1,-2,12,-2,12,-2,12,33764,12,36600,12,-4,-3
2000,2010,317,317,1,3,1,53300,16,56300,16,68017,16,77000,16,74100,16,-4,-3
-4,-4,318,318,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,319,319,5,3,2,118000,18,161000,18,-1,18,-1,18,-1,18,-4,-3
2000,2010,320,319,1,3,1,172000,12,180000,12,240000,12,190000,12,330000,12,-4,320000
2000,-4,321,321,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2010,322,321,5,3,2,-5,-5,171000,16,142000,16,-5,-5,-5,-5,-5,-5
2000,2010,323,323,1,3,1,185000,12,208000,12,112000,12,250000,12,-2,12,-4,-3
2002,2012,324,323,1,3,1,39240,9,48358,9,0,9,-5,-5,-5,-5,-5,-5
-4,-4,325,323,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,326,326,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,-4,327,327,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,328,328,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,329,328,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,330,330,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,331,330,4,1,1,6890,12,-5,-5,10520,12,14772,12,7821,12,-4,8796
2004,2014,332,330,4,1,1,1260,12,22191,12,21600,12,13660,12,25654,12,-4,15600
1998,2008,333,333,7,2,2,176500,12,192000,12,166000,12,110000,12,11000,12,-4,290000
-4,-4,334,334,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,335,334,7,2,2,32500,15,38700,15,29500,15,27160,15,30000,16,-4,38000
-4,2014,336,336,3,2,1,0,12,14000,12,27400,12,12000,12,65000,12,-4,60000
1998,2008,337,337,3,2,1,2200,12,8000,12,16340,12,17604,12,-2,12,-4,29376
2000,2010,338,338,7,2,2,0,12,300,12,-5,-5,-5,-5,-5,-5,-4,27000
2002,2012,339,338,7,2,2,3000,11,39000,11,25000,11,20000,11,30000,11,-4,10800
2006,2012,340,338,7,2,2,18050,12,17000,12,11000,14,-1,15,25743,15,-4,-3
2006,-4,341,341,5,3,2,234000,14,-5,-5,-5,-5,-5,-5,-5,-5,-4,-3
2004,2014,342,341,1,3,1,137000,17,-1,18,149000,18,171000,18,164000,18,-4,175000
2000,2010,343,343,7,2,2,-5,-5,27000,13,27000,13,23000,13,25000,13,-4,22000
2000,2010,344,344,5,3,2,119000,16,128100,16,142500,17,-5,-5,-5,-5,-5,-5
-4,-4,345,345,7,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,346,346,1,3,1,153500,16,180000,16,170400,16,170000,16,165000,16,-4,150000
2004,2014,347,347,5,3,2,-5,-5,-5,-5,-5,-5,-2,17,-5,-5,-5,-5
1998,2008,348,348,1,3,1,454737,12,248000,12,-5,-5,-5,-5,-5,-5,-4,766958
2000,-4,349,348,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,100000
2002,2012,350,348,1,3,1,118150,17,94000,17,170000,17,120000,17,121000,17,-4,185000
2000,2010,351,351,1,3,1,50036,12,31416,12,52688,12,-5,-5,-5,-5,-5,-5
2002,2012,352,351,5,3,2,83200,12,84500,12,90400,12,25844,12,13200,12,-4,31601
2000,-4,353,353,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,354,353,5,3,2,101320,12,105816,12,101614,12,104731,12,103548,12,-4,115085
2004,2014,355,353,1,3,1,163050,13,196000,13,155000,13,274000,13,260000,13,14,277000
2004,2012,356,356,1,3,1,110000,11,-2,11,145000,12,149500,12,127000,12,-4,142000
1998,2008,357,357,1,3,1,105000,16,115000,16,142760,16,133000,16,158000,16,-4,157000
2002,2012,358,357,1,3,1,142000,16,152000,16,168000,16,188000,16,115000,16,-4,220000
2004,-4,359,357,5,3,2,75000,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,360,360,5,3,2,138000,19,135000,19,130800,19,150000,19,140500,19,-4,135700
2000,-4,361,361,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,362,362,1,3,1,61721,12,62750,12,56000,12,40000,12,70000,12,-4,-3
2002,2012,363,362,5,3,2,3840,12,3900,12,3900,12,5200,12,0,12,-4,-3
2000,2010,364,364,1,3,1,-1,16,117000,16,120900,16,250000,16,-5,-5,-5,-5
2002,2012,365,364,5,3,2,116000,14,440692,14,185000,14,173000,14,175580,14,-4,-3
-4,-4,366,364,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,367,367,5,3,2,58000,16,63828,16,53720,16,72200,16,114200,16,-4,133600
2000,2008,368,368,7,2,2,51380,17,54472,17,58105,17,54190,17,61154,17,-5,-5
2000,2008,369,369,5,3,2,96000,16,440692,16,135004,16,128025,16,242010,16,-4,345045
2000,2010,370,369,5,3,2,70020,16,100000,16,80000,16,80100,16,90000,16,-4,120200
-4,-4,371,371,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,372,371,1,3,1,-1,18,-1,18,-1,18,-1,18,-1,18,-4,-3
2000,2008,373,373,5,3,2,63000,12,-2,12,60000,12,55600,12,60000,12,-4,176000
2002,-4,374,373,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,375,373,1,3,1,20000,12,13050,12,-5,-5,20000,12,12000,12,-4,17000
2002,2010,376,376,2,3,1,56000,20,73000,20,97000,20,110000,20,197000,20,-4,90000
2000,2008,377,377,3,2,1,0,12,0,12,0,12,-5,-5,-5,-5,-5,-5
2002,2012,378,377,3,2,1,0,10,7000,10,0,10,25000,10,25000,10,-4,27000
2004,2014,379,377,7,2,2,-2,8,2000,8,3110,8,0,8,-2,8,-4,-3
1998,2008,380,380,3,2,1,21000,11,32400,11,-2,11,-2,11,0,11,-4,12420
1998,2008,381,381,3,2,1,92040,12,105050,12,115090,12,110300,12,-5,-5,-5,-5
2002,2010,382,382,7,2,2,27000,13,-1,13,28800,13,28000,13,-1,13,-4,-3
-4,-4,383,382,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,384,382,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,385,385,7,2,2,58000,12,80960,12,46050,12,85160,12,6230,12,-4,38194
2002,2012,386,385,7,2,2,102000,12,-1,12,-1,12,-1,12,-1,12,-4,-3
2004,2014,387,385,3,2,1,0,12,18753,12,20916,12,1221,12,10080,12,-4,10092
2004,2012,388,388,7,2,2,70000,15,-2,15,84400,15,63800,15,69000,15,15,77400
1998,-4,389,389,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,-4,390,390,7,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,391,390,7,2,2,-2,12,35000,12,54000,12,61565,12,40000,12,-4,41720
2000,2010,392,392,1,3,1,79000,12,88000,12,-2,12,89500,12,86000,12,-4,80000
2004,2012,393,392,1,3,1,-2,13,-2,13,106000,13,108050,13,106000,13,-4,103000
2004,2012,394,394,3,2,1,0,11,0,11,2500,12,19164,12,-2,12,-4,11244
2004,2012,395,395,7,2,2,8732,14,20680,14,-2,14,-2,14,16308,14,-4,26753
2004,2014,396,396,3,2,1,0,12,7179,12,11964,12,14400,12,12732,12,-4,-3
2000,2010,397,397,7,2,2,11148,9,0,9,-5,-5,-5,-5,9660,9,-4,-3
2000,2008,398,398,3,2,1,-1,10,29400,10,15600,10,-1,10,16800,10,-4,1400
1998,2008,399,399,5,3,2,68000,18,70000,18,75000,18,84000,18,215000,18,-4,235000
2002,2012,400,399,5,3,2,77500,16,64500,16,104500,16,141000,16,161250,16,-4,201000
2002,2012,401,401,5,3,2,59000,12,49000,12,54000,12,59000,12,60000,12,-4,74000
1998,2008,402,401,5,3,2,-2,12,23000,12,21000,12,22000,12,24000,12,-4,-3
1998,2008,403,403,1,3,1,28920,7,52028,7,49368,7,-2,7,-2,7,-4,-3
-4,-4,404,404,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,405,404,5,3,2,60000,13,70400,13,80000,13,72000,13,78000,13,-4,68000
2004,2014,406,404,1,3,1,49563,14,39291,14,38000,14,44811,14,55000,14,-4,51500
2004,2014,407,407,5,3,2,181000,18,178100,18,221000,18,174000,18,196000,18,-4,85000
2002,2012,408,408,1,3,1,81626,12,83289,12,88000,12,220000,12,70000,12,-4,92000
1998,2008,409,409,2,3,1,260000,16,262780,16,497763,16,140000,16,220000,16,-4,-3
2002,2010,410,410,1,3,1,56000,12,59708,12,51515,12,-5,-5,-5,-5,-5,-5
2004,2012,411,411,1,3,1,8160,12,0,12,-2,12,2400,12,35200,12,-4,-3
2006,2014,412,411,1,3,1,-1,14,90000,14,-1,14,108000,14,123000,14,-4,130000
-4,-4,413,413,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,414,414,5,3,2,-2,14,82000,14,113000,14,-5,-5,-5,-5,-5,-5
2002,2012,415,415,1,3,1,95000,10,91200,10,103000,10,114000,10,102000,10,-4,113000
1998,2008,416,416,5,3,2,454737,19,250000,19,-1,19,-1,19,-1,19,-4,-3
2000,2010,417,416,1,3,1,50000,12,50000,12,110000,12,117000,12,120000,12,-4,130000
2006,2014,418,418,5,3,2,60750,13,47400,13,28951,13,33412,13,49202,13,-4,39596
2004,2014,419,419,1,3,1,36000,12,29514,12,34500,12,50800,12,38000,12,-4,51000
2006,2014,420,419,1,3,1,60300,15,55000,16,35000,16,37500,16,45000,16,-4,65000
2000,-4,421,421,1,3,1,-5,-5,0,20,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,422,421,1,3,1,80000,19,132000,19,85000,19,134000,19,180000,19,-4,230000
2000,2010,423,421,5,3,2,-5,-5,160000,20,195000,20,222000,20,225000,20,-4,260000
1998,2014,424,424,1,3,1,-5,-5,-5,-5,-5,-5,85000,12,-5,-5,-5,-5
1998,2008,425,424,5,3,2,28772,12,33200,12,19800,12,15540,12,13179,12,-4,13236
1998,2008,426,426,4,1,1,111000,12,73000,12,82000,12,75000,12,75000,12,-4,70000
-4,2008,427,427,5,3,2,88000,12,31914,12,-5,-5,69000,12,-2,12,-4,84000
1998,-4,428,428,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,88500
-4,-4,429,429,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,430,429,1,3,1,-5,-5,-2,12,-5,-5,-5,-5,-5,-5,-4,-3
2000,2010,431,429,5,3,2,84000,14,91742,14,42000,14,51000,14,50000,14,-4,50000
2006,2016,432,432,1,3,1,15000,12,-5,-5,-5,-5,-5,-5,17988,12,-5,-5
2004,2010,433,432,1,3,1,23140,12,193800,12,-5,-5,-5,-5,25000,12,-4,41400
2004,2014,434,434,1,3,1,76000,12,67000,12,95000,12,89200,12,101000,12,-4,-3
2002,-4,435,435,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,436,436,5,3,2,29000,12,2400,12,51050,12,84290,12,70887,12,-4,74120
1998,2008,437,437,5,3,2,86000,12,97100,12,24102,12,52600,12,28760,12,-4,40581
2004,2012,438,438,6,3,2,71550,13,71380,13,35000,13,41000,13,47500,13,-4,47500
2002,2012,439,439,5,3,2,162200,16,161200,16,178350,16,176000,16,201350,16,-4,199350
-4,-4,440,440,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,441,441,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,442,442,5,3,2,90300,13,-2,13,114200,13,105200,13,81000,13,-4,87050
2002,2012,443,443,1,3,1,125100,14,133900,14,132100,14,-5,-5,-5,-5,-5,-5
2002,2012,444,444,5,3,2,143000,16,148000,16,-2,16,144855,16,17000,16,-4,86560
2006,2014,445,444,1,3,1,75000,16,99200,16,127100,16,140010,16,224000,16,-4,239000
2000,2008,446,446,6,3,2,28000,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2014,447,447,1,3,1,-5,-5,-5,-5,-5,-5,52000,12,-5,-5,-5,-5
-4,-4,448,447,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,449,449,5,3,2,-2,12,-2,12,-2,12,-2,12,100045,12,-4,-3
2002,-4,450,449,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,451,449,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2006,2014,452,452,6,3,2,93050,16,96001,18,-2,18,-2,18,-2,18,-4,73000
2002,-4,453,453,1,3,1,56580,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,-4,454,454,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,455,454,5,3,2,454737,20,-2,20,-2,20,-2,20,-2,20,-4,97000
2000,2008,456,456,1,3,1,67020,20,72000,20,71353,20,132500,20,40000,20,-4,67000
2000,2010,457,456,1,3,1,54000,16,62100,16,60100,16,75100,16,90030,16,-4,186650
2002,2012,458,458,5,3,2,-2,18,146000,18,-2,18,169000,18,-2,18,-4,-3
2004,2014,459,459,5,3,2,-2,20,140200,20,169000,20,182000,20,180000,20,-4,280000
2002,2012,460,460,5,3,2,24188,13,26000,13,28050,13,33000,13,40000,13,-4,43000
2002,2012,461,461,1,3,1,85000,16,84000,16,85000,16,92000,16,101000,16,-4,104000
2000,2010,462,462,5,3,2,-2,18,110500,18,110100,18,105000,18,90500,18,-4,766958
2000,-4,463,463,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,464,464,1,3,1,114500,14,108000,14,113000,14,122000,14,134000,14,-4,208000
2004,2014,465,465,5,3,2,113380,12,106968,12,65700,12,-2,12,181400,12,-4,266700
1998,2008,466,466,1,3,1,40863,16,53000,16,47000,16,55000,19,62000,19,-4,60000
2004,2010,467,466,5,3,2,-1,16,-1,16,59952,16,-5,-5,-5,-5,-5,-5
1998,2008,468,468,1,3,1,141500,16,170700,16,182800,16,221000,16,331000,16,-4,158000
2004,2014,469,469,4,1,1,-2,12,-2,12,-2,12,7000,12,-2,12,-5,-5
2002,2012,470,470,2,3,1,58000,12,26000,12,30000,12,30000,12,30000,12,-4,30000
2000,2010,471,471,5,3,2,46913,12,35948,12,40556,12,52236,12,135700,12,-4,326216
2004,2012,472,472,5,3,2,27365,11,27630,11,12496,11,13764,11,-5,-5,-4,-3
2004,2010,473,472,1,3,1,28080,12,24887,12,28000,12,29400,12,29640,12,-4,14832
2002,2012,474,472,5,3,2,41800,12,32000,12,32000,12,35000,12,35000,12,-4,100000
2004,2014,475,472,5,3,2,21000,12,25000,12,8000,12,10000,12,-1,12,-4,12000
2006,2014,476,476,5,3,2,78330,12,80050,12,70366,12,50550,12,67000,12,-4,63375
2004,2014,477,477,1,3,1,0,12,-2,12,-2,12,18000,12,24000,12,-4,26000
2000,2010,478,477,6,3,2,0,12,90200,12,50000,12,65168,12,122200,12,-4,88200
2004,2014,479,479,1,3,1,128200,16,123000,16,140900,16,143200,16,176800,16,-4,163500
1998,2008,480,480,1,3,1,-2,18,106000,18,108000,18,42311,18,52000,18,-4,-3
1998,2008,481,481,1,3,1,141000,19,127500,19,120100,19,120020,19,240300,19,-4,115000
2000,2010,482,481,1,3,1,240000,19,257300,19,497763,19,180100,19,175000,19,-4,215200
1998,2008,483,483,1,3,1,454737,12,142000,12,260350,12,250100,12,288300,12,-4,330000
2002,2012,484,483,1,3,1,7000,12,59000,12,30000,12,25000,12,20000,12,-4,20000
2002,2012,485,485,5,3,2,72500,12,74000,12,72300,12,80000,12,80100,12,-4,75000
2004,2014,486,485,1,3,1,265000,12,-2,12,497763,12,200000,12,251000,12,-4,181000
2000,2010,487,487,5,3,2,97070,14,150520,14,-5,-5,99012,14,71895,14,-4,-3
2004,2014,488,487,1,3,1,70000,12,71045,12,75100,12,82000,12,90000,12,-4,120000
2002,2012,489,489,1,3,1,-2,14,160000,14,69020,14,95000,14,75000,14,-4,-3
-4,-4,490,490,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,491,490,5,3,2,22000,12,38200,12,-2,12,20000,12,-2,12,-4,28992
2002,2012,492,490,5,3,2,38200,12,55874,12,108270,12,-2,12,119056,12,-4,39300
2004,2014,493,490,1,3,1,77200,13,85050,13,70000,13,-2,13,129000,13,-4,114000
2000,-4,494,494,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,495,494,5,3,2,34102,14,33326,16,33200,17,40729,17,44800,17,-4,44903
2004,2012,496,494,5,3,2,56000,17,59800,17,70400,17,75200,17,79200,17,-4,87492
-4,-4,497,497,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2010,498,498,1,3,1,-5,-5,123848,12,115228,12,-5,-5,80000,12,-4,96000
2002,2012,499,498,5,3,2,44000,14,44000,14,49000,14,41200,14,-5,-5,-4,64150
2004,2014,500,498,5,3,2,110140,14,98990,15,98920,16,110000,16,-5,-5,-4,137000
2004,2014,501,501,5,3,2,142300,19,165800,19,159600,19,178000,19,294000,19,-4,-3
2000,2010,502,502,1,3,1,233200,12,166000,12,103030,12,124200,12,128500,12,-4,128150
2002,2012,503,503,5,3,2,-2,12,79800,12,-2,12,120000,12,329000,12,-4,130000
2004,2014,504,503,5,3,2,104800,9,103800,9,104800,9,104800,9,100000,9,-4,-3
2000,2010,505,505,1,3,1,18300,12,-2,12,4200,12,11124,12,11340,12,-4,-3
2002,2010,506,505,5,3,2,48200,16,50000,16,19456,16,7042,16,17988,16,-5,-5
2002,2012,507,507,5,3,2,56200,14,37580,14,51000,14,48000,14,62000,14,-4,-3
-4,-4,508,507,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,509,509,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,510,510,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,511,510,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2016,512,512,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,87000,13,-5,-5
2002,2012,513,513,3,2,1,68096,14,79680,14,105200,14,104180,14,149000,14,-4,-3
2004,2014,514,513,7,2,2,0,12,0,12,0,12,2400,12,-5,-5,-5,-5
-4,-4,515,515,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2006,2012,516,516,3,2,1,-2,12,-2,12,-2,12,0,12,0,12,-5,-5
2002,2012,517,516,3,2,1,7000,12,3000,12,-1,12,1300,12,0,12,-4,0
2004,2014,518,516,3,2,1,0,12,0,12,0,12,0,12,-5,-5,-4,0
2004,2014,519,516,7,2,2,4100,11,10000,11,11350,11,0,11,-2,11,-4,0
1998,2008,520,520,3,2,1,130000,16,109000,16,116581,16,-2,16,58000,16,-4,75010
2000,2010,521,520,3,2,1,-2,17,-2,17,60000,17,-1,17,-1,17,-4,-3
-4,2014,522,520,7,2,2,-5,-5,37000,13,-5,-5,29666,13,58004,13,-5,-5
-4,2016,523,520,3,2,1,-5,-5,131000,15,119000,15,-5,-5,151000,15,-4,132000
-4,-4,524,524,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,525,524,7,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,-4,526,526,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,527,526,5,3,2,62000,13,78000,13,75000,13,75000,13,78000,13,-4,79000
2004,2014,528,528,5,3,2,97100,12,117125,12,136000,12,130000,12,95900,12,-4,117300
2000,-4,529,529,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,530,530,5,3,2,-2,9,6273,9,12516,9,-2,9,-2,9,-4,-3
1998,2008,531,530,1,3,1,3438,9,7608,9,12552,9,14832,9,-2,9,-4,-3
-4,-4,532,532,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,533,533,5,3,2,96000,15,90000,15,99000,15,90000,15,99000,15,-4,120000
2004,2014,534,533,1,3,1,65000,12,93000,12,61000,12,73500,12,62800,12,-4,69375
2006,2014,535,535,1,3,1,-2,12,0,12,-5,-5,20000,12,-2,12,-4,18591
2002,2010,536,536,5,3,2,984,10,265,10,-2,10,-5,-5,-5,-5,-5,-5
-4,2014,537,536,1,3,1,0,12,0,12,0,12,2268,12,18984,12,-4,27072
1998,2008,538,538,1,3,1,10548,12,137088,12,-5,-5,24948,12,16652,12,-4,-3
-4,-4,539,539,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,540,539,1,3,1,60000,12,65000,12,-5,-5,-5,-5,-5,-5,-5,-5
2004,2012,541,539,1,3,1,-2,12,-2,12,80000,12,-2,12,-5,-5,-5,-5
2002,2012,542,542,5,3,2,63000,12,-2,12,68800,12,78400,12,77948,12,-4,35000
2000,2010,543,543,1,3,1,86300,12,-2,12,-2,12,8556,12,8820,12,-4,-3
2002,2010,544,543,5,3,2,105000,12,91000,12,100000,12,75000,12,43786,12,-4,54210
-4,-4,545,545,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,69100
2004,2014,546,546,5,3,2,167976,10,94028,10,94944,10,102056,10,97643,10,-4,112400
1998,2008,547,546,1,3,1,108000,11,111000,11,105430,11,114000,11,111981,11,-4,179666
2004,2012,548,548,5,3,2,98100,12,97000,12,92250,12,42000,12,72400,12,-4,69000
2002,2012,549,549,1,3,1,145620,12,82328,12,91788,12,76000,12,94400,12,-4,152000
2000,2008,550,550,5,3,2,45000,12,82552,12,37794,12,33000,12,130000,12,-4,100435
-4,-4,551,551,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,552,552,5,3,2,-1,16,-1,16,-1,16,-1,16,-5,-5,-5,-5
2002,2012,553,552,1,3,1,112200,16,105100,16,121224,16,146000,16,161000,16,-4,221000
2004,2014,554,552,1,3,1,159000,19,146000,19,168476,19,258500,19,288200,19,-4,287000
2002,2010,555,555,1,3,1,900,12,1500,12,5900,12,112000,12,-2,12,-4,56000
1998,-4,556,556,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,557,556,5,3,2,58014,17,59000,17,-2,17,48000,17,42750,17,-4,34821
2004,2012,558,556,5,3,2,-2,20,111124,20,-2,20,124000,20,128000,20,-4,122000
2002,2010,559,559,1,3,1,137000,16,140000,16,160100,16,176000,16,-5,-5,-5,-5
2000,2010,560,560,1,3,1,107000,14,52000,14,75000,14,28200,14,82500,14,-4,32000
2000,2010,561,561,5,3,2,50100,20,59000,20,60000,20,69025,20,85000,20,-4,83000
2002,2012,562,561,1,3,1,67500,20,84000,20,92000,20,122000,20,110000,20,-4,110000
1998,2008,563,563,5,3,2,-2,13,-5,-5,-5,-5,-1,13,922631,13,-4,-3
2006,2008,564,564,1,3,1,64000,14,46931,14,-2,14,-2,14,75000,14,-4,77000
2000,2010,565,564,1,3,1,60000,13,72000,13,90000,13,130000,13,148000,13,-4,163500
2004,-4,566,564,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,567,567,5,3,2,454737,14,71450,14,100000,14,177000,14,170000,14,-4,115000
2002,2012,568,568,5,3,2,-1,12,-2,12,-2,12,-2,12,-2,12,-4,93500
-4,2016,569,569,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,53000,12,-4,48000
2004,2014,570,569,1,3,1,147500,16,154000,16,179000,16,161200,16,248000,16,-4,217000
2006,2014,571,571,1,3,1,90000,13,120000,13,85000,13,79000,13,104000,13,-4,94000
2002,-4,572,572,5,3,2,-1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,573,573,1,3,1,65000,17,57500,17,89459,17,88300,17,93980,17,-4,134400
-4,-4,574,573,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,-4,575,575,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
